Date,Open,High,Low,Close,Adj Close,Volume
2025-03-12,3946.860107421875,3953.610107421875,3921.469970703125,3927.22998046875,3927.22998046875,156700
2025-03-13,3925.739990234375,3939.2900390625,3897.3798828125,3911.580078125,3911.580078125,156500
2025-03-14,3919.6201171875,4014.159912109375,3919.6201171875,4006.56005859375,4006.56005859375,216100
2025-03-17,4020.639892578125,4021.72998046875,3992.260009765625,3996.7900390625,3996.7900390625,162200
2025-03-18,4011.780029296875,4016.8701171875,3995.9599609375,4007.719970703125,4007.719970703125,140200
2025-03-19,4004.830078125,4025.300048828125,3989.510009765625,4010.169921875,4010.169921875,144400
2025-03-20,4011.06005859375,4012.0400390625,3969.929931640625,3974.989990234375,3974.989990234375,133800
2025-03-21,3966.510009765625,3983.14990234375,3904.77001953125,3914.699951171875,3914.699951171875,165900
2025-03-24,3916.110107421875,3938.179931640625,3907.199951171875,3934.85009765625,3934.85009765625,152200
2025-03-25,3937.89990234375,3946.360107421875,3921.530029296875,3932.300048828125,3932.300048828125,140500
2025-03-26,3930.2099609375,3942.030029296875,3916.860107421875,3919.360107421875,3919.360107421875,131200
2025-03-27,3911.3798828125,3952.989990234375,3903.64990234375,3932.409912109375,3932.409912109375,126800
2025-03-28,3930.780029296875,3934.22998046875,3907.3798828125,3915.169921875,3915.169921875,126400
2025-03-31,3905.97998046875,3928.449951171875,3872.39990234375,3887.31005859375,3887.31005859375,166800
2025-04-01,3892.780029296875,3905.260009765625,3882.39990234375,3887.679931640625,3887.679931640625,140400
2025-04-02,3884.419921875,3900.489990234375,3877.159912109375,3884.389892578125,3884.389892578125,113000
2025-04-03,3843.419921875,3883.699951171875,3843.419921875,3861.5,3861.5,142600
2025-04-07,3675.199951171875,3707.780029296875,3514.1201171875,3589.43994140625,3589.43994140625,312600
2025-04-08,3597.989990234375,3650.760009765625,3583.8701171875,3650.760009765625,3650.760009765625,280200
2025-04-09,3606.10009765625,3686.7900390625,3587.340087890625,3686.7900390625,3686.7900390625,262300
2025-04-10,3749.1298828125,3756.139892578125,3708.820068359375,3735.1201171875,3735.1201171875,227300
2025-04-11,3730.31005859375,3762.3701171875,3708.4599609375,3750.52001953125,3750.52001953125,168800
2025-04-14,3772.0400390625,3776.6298828125,3754.030029296875,3759.139892578125,3759.139892578125,164500
2025-04-15,3756.47998046875,3764.489990234375,3737.85009765625,3761.22998046875,3761.22998046875,134000
2025-04-16,3757.8798828125,3775.169921875,3721.60009765625,3772.820068359375,3772.820068359375,156400
2025-04-17,3755.090087890625,3779.1298828125,3749.5,3772.219970703125,3772.219970703125,122400
2025-04-18,3760.0400390625,3782.0400390625,3754.409912109375,3772.52001953125,3772.52001953125,102900
2025-04-21,3768.139892578125,3790.179931640625,3763.139892578125,3784.8798828125,3784.8798828125,121400
2025-04-22,3780.110107421875,3799.22998046875,3778.080078125,3783.949951171875,3783.949951171875,125700
2025-04-23,3803.429931640625,3807.949951171875,3780.52001953125,3786.8798828125,3786.8798828125,132000
2025-04-24,3787.4599609375,3807.260009765625,3775.2099609375,3784.360107421875,3784.360107421875,117200
2025-04-25,3792.080078125,3801.580078125,3780.780029296875,3786.989990234375,3786.989990234375,124600
2025-04-28,3786.389892578125,3792.010009765625,3772.800048828125,3781.6201171875,3781.6201171875,125100
2025-04-29,3776.0,3785.320068359375,3768.030029296875,3775.080078125,3775.080078125,111500
2025-04-30,3775.830078125,3787.56005859375,3768.760009765625,3770.570068359375,3770.570068359375,143700
2025-05-06,3794.3798828125,3809.090087890625,3782.780029296875,3808.5400390625,3808.5400390625,158500
2025-05-07,3861.580078125,3863.679931640625,3814.989990234375,3831.6298828125,3831.6298828125,161200
2025-05-08,3820.550048828125,3867.330078125,3816.260009765625,3852.89990234375,3852.89990234375,125000
2025-05-09,3848.6201171875,3853.659912109375,3836.530029296875,3846.159912109375,3846.159912109375,119400
2025-05-12,3866.530029296875,3890.72998046875,3859.030029296875,3890.610107421875,3890.610107421875,153300
2025-05-13,3915.590087890625,3915.590087890625,3890.68994140625,3896.260009765625,3896.260009765625,147300
2025-05-14,3894.840087890625,3960.52001953125,3890.64990234375,3943.2099609375,3943.2099609375,172000
2025-05-15,3934.030029296875,3936.469970703125,3904.909912109375,3907.199951171875,3907.199951171875,138100
2025-05-16,3898.669921875,3903.85009765625,3874.860107421875,3889.090087890625,3889.090087890625,118400
2025-05-19,3882.570068359375,3885.590087890625,3866.570068359375,3877.14990234375,3877.14990234375,98600
2025-05-20,3883.10009765625,3911.469970703125,3881.739990234375,3898.169921875,3898.169921875,104900
2025-05-21,3899.43994140625,3928.6298828125,3899.43994140625,3916.3798828125,3916.3798828125,109800
2025-05-22,3912.60009765625,3923.02001953125,3903.090087890625,3913.8701171875,3913.8701171875,107600
2025-05-23,3910.3701171875,3931.550048828125,3882.27001953125,3882.27001953125,3882.27001953125,120300
2025-05-26,3875.7900390625,3884.5400390625,3849.0400390625,3860.110107421875,3860.110107421875,109600
2025-05-27,3857.6298828125,3865.429931640625,3834.85009765625,3839.39990234375,3839.39990234375,98600
2025-05-28,3843.070068359375,3849.739990234375,3833.9599609375,3836.239990234375,3836.239990234375,89000
2025-05-29,3838.010009765625,3869.7900390625,3831.4599609375,3858.699951171875,3858.699951171875,108500
2025-05-30,3850.489990234375,3858.610107421875,3829.25,3840.22998046875,3840.22998046875,111700
2025-06-03,3833.4599609375,3863.300048828125,3832.719970703125,3852.010009765625,3852.010009765625,131400
2025-06-04,3855.489990234375,3875.860107421875,3855.489990234375,3868.739990234375,3868.739990234375,116800
2025-06-05,3872.639892578125,3883.1298828125,3861.27001953125,3877.56005859375,3877.56005859375,122900
2025-06-06,3878.10009765625,3889.4599609375,3869.389892578125,3873.97998046875,3873.97998046875,111000
2025-06-09,3877.800048828125,3894.64990234375,3871.989990234375,3885.25,3885.25,136300
2025-06-10,3887.550048828125,3897.4599609375,3850.469970703125,3865.469970703125,3865.469970703125,145600
2025-06-11,3870.669921875,3911.610107421875,3870.669921875,3894.6298828125,3894.6298828125,142400
2025-06-12,3885.52001953125,3900.0400390625,3870.3798828125,3892.199951171875,3892.199951171875,134000
2025-06-13,3881.489990234375,3889.159912109375,3853.820068359375,3864.179931640625,3864.179931640625,172500
2025-06-16,3853.6201171875,3876.169921875,3853.6201171875,3873.800048828125,3873.800048828125,137300
2025-06-17,3875.179931640625,3880.419921875,3860.409912109375,3870.3798828125,3870.3798828125,122300
2025-06-18,3871.64990234375,3881.35009765625,3854.659912109375,3874.969970703125,3874.969970703125,127500
2025-06-19,3870.050048828125,3872.93994140625,3834.949951171875,3843.090087890625,3843.090087890625,130300
2025-06-20,3839.780029296875,3856.47998046875,3839.780029296875,3846.639892578125,3846.639892578125,118200
2025-06-23,3831.169921875,3867.590087890625,3827.080078125,3857.89990234375,3857.89990234375,133800
2025-06-24,3862.389892578125,3914.159912109375,3862.389892578125,3904.030029296875,3904.030029296875,163700
2025-06-25,3907.070068359375,3963.0400390625,3902.179931640625,3960.070068359375,3960.070068359375,187200
2025-06-26,3953.159912109375,3964.47998046875,3945.260009765625,3946.02001953125,3946.02001953125,165300
2025-06-27,3949.7900390625,3969.260009765625,3918.199951171875,3921.760009765625,3921.760009765625,194600
2025-06-30,3920.320068359375,3940.360107421875,3911.60009765625,3936.080078125,3936.080078125,145200
2025-07-01,3935.909912109375,3946.25,3924.719970703125,3942.760009765625,3942.760009765625,129000
2025-07-02,3943.320068359375,3952.139892578125,3929.699951171875,3943.68994140625,3943.68994140625,147100
2025-07-03,3949.39990234375,3971.6201171875,3945.139892578125,3968.070068359375,3968.070068359375,141000
2025-07-04,3967.4599609375,4013.85009765625,3958.3798828125,3982.199951171875,3982.199951171875,157200
2025-07-07,3977.2900390625,3979.75,3956.570068359375,3965.179931640625,3965.179931640625,131100
2025-07-08,3965.429931640625,4002.27001953125,3965.429931640625,3998.449951171875,3998.449951171875,156400
2025-07-09,3997.5,4016.739990234375,3987.429931640625,3991.39990234375,3991.39990234375,173300
2025-07-10,3993.419921875,4032.97998046875,3992.52001953125,4010.02001953125,4010.02001953125,209800
2025-07-11,4011.469970703125,4065.93994140625,4010.110107421875,4014.81005859375,4014.81005859375,262100
2025-07-14,4021.2099609375,4034.919921875,4017.669921875,4017.669921875,4017.669921875,207900
2025-07-15,4023.989990234375,4042.659912109375,3994.260009765625,4019.06005859375,4019.06005859375,191000
2025-07-16,4019.389892578125,4027.860107421875,3993.919921875,4007.199951171875,4007.199951171875,151000
2025-07-17,4005.070068359375,4034.590087890625,4005.070068359375,4034.489990234375,4034.489990234375,161200
2025-07-18,4039.8701171875,4064.639892578125,4039.320068359375,4058.550048828125,4058.550048828125,186200
2025-07-21,4069.77001953125,4086.1201171875,4063.43994140625,4085.610107421875,4085.610107421875,223300
2025-07-22,4087.340087890625,4119.2001953125,4068.340087890625,4118.9599609375,4118.9599609375,257600
2025-07-23,4129.14990234375,4155.68017578125,4113.91015625,4119.77001953125,4119.77001953125,300500
2025-07-24,4116.830078125,4152.43017578125,4111.89013671875,4149.0400390625,4149.0400390625,319600
2025-07-25,4145.31982421875,4150.5,4117.7998046875,4127.16015625,4127.16015625,273600
2025-07-28,4128.2001953125,4146.1201171875,4112.97021484375,4135.81982421875,4135.81982421875,222800
2025-07-29,4132.68017578125,4153.330078125,4117.580078125,4152.02001953125,4152.02001953125,230800
2025-07-30,4148.93994140625,4185.2099609375,4127.43017578125,4151.240234375,4151.240234375,249900
2025-07-31,4141.56005859375,4141.81982421875,4063.669921875,4075.590087890625,4075.590087890625,267100
2025-08-01,4069.929931640625,4085.35009765625,4040.4599609375,4054.929931640625,4054.929931640625,196200
2025-08-04,4037.93994140625,4070.699951171875,4037.93994140625,4070.699951171875,4070.699951171875,162300
2025-08-05,4080.389892578125,4106.2998046875,4075.580078125,4103.4501953125,4103.4501953125,178900
2025-08-06,4100.43017578125,4116.7099609375,4098.35009765625,4113.47998046875,4113.47998046875,176700
2025-08-07,4120.27978515625,4129.740234375,4094.820068359375,4114.669921875,4114.669921875,198600
2025-08-08,4109.27001953125,4122.2099609375,4097.419921875,4104.97021484375,4104.97021484375,173200
2025-08-11,4110.2900390625,4134.25,4103.60009765625,4122.509765625,4122.509765625,190400
2025-08-12,4123.580078125,4153.2998046875,4121.22021484375,4143.830078125,4143.830078125,177300
2025-08-13,4150.5,4186.75,4147.2001953125,4176.580078125,4176.580078125,213900
2025-08-14,4179.97021484375,4220.31005859375,4165.93994140625,4173.31005859375,4173.31005859375,221100
2025-08-15,4162.419921875,4214.72998046875,4157.5,4202.35009765625,4202.35009765625,261300
2025-08-18,4218.25,4272.9599609375,4203.419921875,4239.41015625,4239.41015625,301500
2025-08-19,4241.77001953125,4264.22998046875,4215.2099609375,4223.3701171875,4223.3701171875,250800
2025-08-20,4208.39990234375,4272.14990234375,4190.56005859375,4271.39990234375,4271.39990234375,246500
2025-08-21,4284.3701171875,4308.4501953125,4273.64990234375,4288.06982421875,4288.06982421875,259000
2025-08-22,4287.35986328125,4378.39013671875,4287.35986328125,4378.0,4378.0,290400
2025-08-25,4416.2900390625,4472.64990234375,4404.77978515625,4469.22021484375,4469.22021484375,358100
2025-08-26,4453.35009765625,4476.7998046875,4435.52978515625,4452.58984375,4452.58984375,270600
2025-08-27,4458.83984375,4494.91015625,4386.1298828125,4386.1298828125,4386.1298828125,333100
2025-08-28,4378.0400390625,4464.7998046875,4364.169921875,4463.77978515625,4463.77978515625,296800
2025-08-29,4455.7998046875,4516.83984375,4452.35986328125,4496.759765625,4496.759765625,351900
2025-09-01,4516.8798828125,4528.1298828125,4487.52978515625,4523.7099609375,4523.7099609375,320400
2025-09-02,4521.97998046875,4548.89013671875,4454.419921875,4490.4501953125,4490.4501953125,303900
2025-09-03,4501.33984375,4510.72998046875,4427.52001953125,4459.830078125,4459.830078125,254300
2025-09-04,4461.25,4465.5,4327.509765625,4365.2099609375,4365.2099609375,307900
2025-09-05,4365.60986328125,4466.56005859375,4350.2998046875,4460.330078125,4460.330078125,249600
2025-09-08,4467.169921875,4482.759765625,4438.06982421875,4467.56982421875,4467.56982421875,267600
2025-09-09,4448.740234375,4472.08984375,4412.68994140625,4436.259765625,4436.259765625,221400
2025-09-10,4438.2998046875,4466.6298828125,4414.58984375,4445.3701171875,4445.3701171875,203600
2025-09-11,4438.83984375,4548.0400390625,4427.919921875,4548.0400390625,4548.0400390625,253300
2025-09-12,4544.58984375,4564.669921875,4517.7900390625,4522.0,4522.0,266400
2025-09-15,4534.89013671875,4566.91015625,4522.5,4533.06005859375,4533.06005859375,231900
2025-09-16,4539.919921875,4552.419921875,4494.7900390625,4523.33984375,4523.33984375,249300
2025-09-17,4517.2900390625,4556.02978515625,4503.7998046875,4551.02001953125,4551.02001953125,235700
2025-09-18,4546.02978515625,4573.830078125,4454.990234375,4498.10986328125,4498.10986328125,309900
2025-09-19,4499.08984375,4533.08984375,4491.83984375,4501.919921875,4501.919921875,225000
2025-09-22,4512.02001953125,4523.8701171875,4487.1298828125,4522.60986328125,4522.60986328125,196500
2025-09-23,4536.759765625,4560.72998046875,4459.72998046875,4519.77978515625,4519.77978515625,252800
2025-09-24,4495.27001953125,4567.5,4494.10986328125,4566.06982421875,4566.06982421875,220500
2025-09-25,4563.97998046875,4613.9501953125,4558.83984375,4593.490234375,4593.490234375,229800
2025-09-26,4576.91015625,4597.85009765625,4550.0498046875,4550.0498046875,4550.0498046875,208500
2025-09-29,4555.02978515625,4647.56982421875,4541.43017578125,4620.0498046875,4620.0498046875,274400
2025-09-30,4629.89990234375,4647.5,4616.22021484375,4640.68994140625,4640.68994140625,248000
2025-10-09,4662.10986328125,4726.35009765625,4651.990234375,4709.47998046875,4709.47998046875,347700
2025-10-10,4679.5,4692.58984375,4600.97021484375,4616.830078125,4616.830078125,319000
2025-10-13,4490.8701171875,4601.81005859375,4490.8701171875,4593.97998046875,4593.97998046875,315000
2025-10-14,4634.0498046875,4641.4501953125,4520.93017578125,4539.06005859375,4539.06005859375,373000
2025-10-15,4544.240234375,4608.81982421875,4526.830078125,4606.2900390625,4606.2900390625,284800
2025-10-16,4588.919921875,4645.10009765625,4586.27978515625,4618.419921875,4618.419921875,248200
2025-10-17,4610.7001953125,4618.56005859375,4509.330078125,4514.22998046875,4514.22998046875,256900
2025-10-20,4558.240234375,4570.43994140625,4520.5,4538.22021484375,4538.22021484375,218400
2025-10-21,4556.1201171875,4615.4599609375,4547.93017578125,4607.8701171875,4607.8701171875,215700
2025-10-22,4576.02978515625,4603.490234375,4567.240234375,4592.56982421875,4592.56982421875,185300
2025-10-23,4578.7001953125,4611.33984375,4541.68994140625,4606.35009765625,4606.35009765625,200500
2025-10-24,4622.7900390625,4660.68017578125,4622.7900390625,4660.68017578125,4660.68017578125,208800
2025-10-27,4699.3798828125,4720.43017578125,4687.68994140625,4716.02001953125,4716.02001953125,262200
2025-10-28,4697.72998046875,4734.31982421875,4679.22998046875,4691.97021484375,4691.97021484375,220900
2025-10-29,4701.0400390625,4747.83984375,4697.27001953125,4747.83984375,4747.83984375,246200
2025-10-30,4735.97998046875,4761.830078125,4706.4501953125,4709.91015625,4709.91015625,273300
2025-10-31,4702.5,4706.14013671875,4640.669921875,4640.669921875,4640.669921875,281500
2025-11-03,4636.72998046875,4653.39990234375,4595.72998046875,4653.39990234375,4653.39990234375,239900
2025-11-04,4649.35009765625,4665.31982421875,4595.06982421875,4618.7001953125,4618.7001953125,233200
2025-11-05,4562.10986328125,4642.60986328125,4558.77001953125,4627.259765625,4627.259765625,203000
2025-11-06,4642.009765625,4698.08984375,4642.009765625,4693.39990234375,4693.39990234375,224200
2025-11-07,4673.759765625,4701.3798828125,4666.0400390625,4678.7900390625,4678.7900390625,212500
2025-11-10,4688.1201171875,4695.18017578125,4654.2099609375,4695.0498046875,4695.0498046875,236000
2025-11-11,4706.33984375,4707.1298828125,4648.490234375,4652.169921875,4652.169921875,186600
2025-11-12,4643.56005859375,4669.60986328125,4620.990234375,4645.91015625,4645.91015625,209500
2025-11-13,4643.7900390625,4703.490234375,4643.7900390625,4702.06982421875,4702.06982421875,207400
2025-11-14,4663.31982421875,4684.259765625,4628.02001953125,4628.14013671875,4628.14013671875,192100
2025-11-17,4616.81005859375,4624.89990234375,4580.259765625,4598.0498046875,4598.0498046875,189000
2025-11-18,4584.7900390625,4606.6201171875,4552.7998046875,4568.18994140625,4568.18994140625,177700
2025-11-19,4568.03662109375,4607.86279296875,4568.03662109375,4591.78759765625,4591.78759765625,3710435612
